file,key,unprocessed,processed
TCE_1092,place,Bhopal,Bhopal
TCE_1092,gender,female .,Female
TCE_1092,qualification,Diploma .,Diploma
TCE_1092,bloodgroup,at,A+
TCE_1092,referencescmob2,Fiyaz Dai - 7 049805347,Fiyaz Dai - 7049805347
TCE_1092,candidatename,Vanya Ben .,Vanya Ben
TCE_1092,Fatherhusbandname,Udent Ben .,Udent Ben
TCE_1092,maritalstatus,Mazused .,Mazused
MIT_56,permanentaddress,"# No.1965 , Munty Mary , Shahyahampur","No.1965, Munty Mary, Shahyahampur"
MIT_56,presentaddress,"H. No. 890 , Viala , Etawah -26 9.3 )","H. No. 890, Viala, Etawah -26 9.3"
MIT_56,languageknown,"English , Gujaratist's Morathi","English, Gujaratists, Marathi"
MIT_56,referencescmob2,"Zarma Upadhyay - 88,58.54 lb .",Zarma Upadhyay - 885854
MIT_56,referencescmob1,Avi Mitra - 4821441119 .,Avi Mitra - 4821441119
MIT_56,contactnumber,863246567 .,863246567
MIT_56,maritalstatus,married .,Married
MIT_56,experience,1 years at Munshi the,1 years at Munshi the
MIT_56,Fatherhusbandname,Chaitanya Rajagopal,Chaitanya Rajagopal
MIT_56,bloodgroup,Or,O
MIT_56,experience1,8 years at Bevan-Roya .,8 years at Bevan-Roya
MIT_56,candidatename,Ishwar Rajagopal .,Ishwar Rajagopal
MIT_56,Dateofbirth,H.17 ( 1966 .,17/1966
MIT_56,AlternateNo,9 3814/2-50,938141250
MIT_56,aadhaarcard,"8,36,65,30,00,000",8.36653E+11
MIT_56,nationality,Indian .,Indian
MIT_56,gender,male .,Male
MIT_56,date,07 ( 18 ( 2025 .,7/18/2025
MIT_56,place,Itanagers .,Itanagar
MIT_56,qualification,PhD .,PhD
VIT_906,languageknown,"Marathi , Malayalam , Tarril , Telugu","Marathi, Malayalam, Tamil, Telugu"
VIT_906,permanentaddress,"90184 , Lakska Parth , Burhampm-77.3312","90184, Lakska Parth, Burhampm-77.3312"
VIT_906,experience,2years at Mannan-khurana .,2years at Mannan-khurana
VIT_906,referencescmob1,Gopal Re-7769417105,Gopal Re - 7769417105
VIT_906,AlternateNo,9116080222 .,9116080222
VIT_906,maritalstatus,Married .,Married
VIT_906,presentaddress,"932 , Wable Mary , Barasat-09295 1","932, Wable Mary, Barasat-09295 1"
VIT_906,nationality,Indian,Indian
VIT_906,bloodgroup,0 #,O
VIT_906,referencescmob2,Maya Kom -770 90 95253,Maya Kom - 7709095253
VIT_906,gender,Male .,Male
VIT_906,contactnumber,89 69 5057 56,8969505756
VIT_906,experience1,Iyear at Roy L.C.,Iyear at Roy LC
VIT_906,date,03 (29 ) 2023 .,3/29/2023
VIT_906,qualification,10th Paris .,10th Pass
VIT_906,place,Panoje .,Panaji
VIT_906,Dateofbirth,11/07 (1995 .,11-07-1995
VIT_906,candidatename,Rishi Dhawan,Rishi Dhawan
VIT_906,Fatherhusbandname,champak Dhawan,Champak Dhawan
VIT_906,pancard,Y DIF F00982 .,YDIFF0098Z
VIT_906,aadhaarcard,48256400 0000,4.82564E+11
MIT_587,presentaddress,"H.No. 145 , Sunday Path , Ashmednagan","H.No. 145, Sunday Path, Ashmednagan"
MIT_587,experience,9 years at Cunha Prabhakar and Loll,9 years at Cunha Prabhakar and Loll
MIT_587,contactnumber,8965IM0584,896510584
MIT_587,languageknown,"Kannada , Hindi , Malayalam","Kannada, Hindi, Malayalam"
MIT_587,maritalstatus,single .,Single
MIT_587,gender,Male .,Male
MIT_587,nationality,Indian,Indian
MIT_587,AlternateNo,80 b1518 757 .,8061518757
MIT_587,permanentaddress,"H. No. 52 , Bhakta , Nagpur -600011","H. No. 52, Bhakta, Nagpur -600011"
MIT_587,referencescmob2,Ethan Sagan-982-557-30,Ethan Sagan-982-557-30
MIT_587,referencescmob1,Fiyarz'Narcin -94839'16677,Fiyarznarcin - 9483916677
MIT_587,candidatename,Omkaal Bakshi .,Omkaal Bakshi
MIT_587,qualification,Ph D .,PhD
MIT_587,bloodgroup,B. t.,B+
MIT_587,date,or lobby 2022,2022
MIT_587,experience1,5 years at Mittal-Rattan .,5 years at Mittal-Rattan
MIT_587,place,Grangtok .,Gangtok
MIT_587,Dateofbirth,10/15 (2006 .,10/15/2006
MIT_587,aadhaarcard,6.57392E+11,6.57392E+11
MIT_587,Fatherhusbandname,Ronith Bakshi .,Ronith Bakshi
TCE_1306,experience,A Years at Venkataraman and Sons,A Years at Venkataraman and Sons
TCE_1306,referencescmob2,Tript Vankey - 9871659662,Tript Vankey - 9871659662
TCE_1306,experience1,3 years at Kar Groswami and Shankar .,3 years at Kar Groswami and Shankar
TCE_1306,referencescmob1,Upma chaudhart -9763282412 .,Upma Chaudhart - 9763282412
TCE_1306,place,06 (07 ( 2024 .,
TCE_1306,candidatename,Darpan Swamp,Darpan Swamp
TCE_1306,permanentaddress,"H.NO.13 , Maria Mang , Visakhapatnam-499141","H.NO.13, Maria Mang, Visakhapatnam-499141"
TCE_1306,Dateofbirth,10110 ( 1972 .,10110/1972
TCE_1306,presentaddress,"H.NO. 387 , Prudhan Nagar , Baranagar 054755","H.NO. 387, Prudhan Nagar, Baranagar 054755"
TCE_1306,languageknown,"Kannada , Bengali , Tamil","Kannada, Bengali, Tamil"
TCE_1306,qualification,Graduate .,Graduate
TCE_1306,AlternateNo,9919143529 .,9919143529
TCE_1306,nationality,Indian .,Indian
TCE_1306,contactnumber,9227434/80 .,9227434180
TCE_1306,maritalstatus,single .,Single
TCE_1306,gender,Male .,Male
TCE_1306,Fatherhusbandname,Falan Swamy,Falan Swamy
TCE_1306,bloodgroup,Ao .,AO
MIT_378,referencescmob2,Anya Cheema - 1958 606942,Anya Cheema - 1958606942
MIT_378,maritalstatus,single .,Single
MIT_378,permanentaddress,"29 , Kakar Path , Dhanbad -373118","29, Kakar Path, Dhanbad -373118"
MIT_378,languageknown,"Marathi , Telugu .","Marathi, Telugu"
MIT_378,AlternateNo,8427821797 .,8427821797
MIT_378,qualification,Diploma .,Diploma
MIT_378,experience1,7 Years at . Dhillon and Sons,7 Years at Dhillon and Sons
MIT_378,Dateofbirth,12 ( 14 ( 1972 .,12/14/1972
MIT_378,place,Hyderabad .,Hyderabad
MIT_378,Fatherhusbandname,William Rau .,William Rau
MIT_378,date,09 ( 22 ( 2022,9/22/2022
MIT_378,presentaddress,"280 , Master Zila , Jamnagar-892225","280, Master Zila, Jamnagar-892225"
MIT_378,aadhaarcard,6.56926E+11,6.56926E+11
MIT_378,bloodgroup,B.,B
MIT_378,experience,9 Years at Savant-Lala .,9 Years at Savant-Lala
MIT_378,referencescmob1,Amita Ranganathan - 83551111357,Amita Ranganathan - 83551111357
MIT_378,contactnumber,751018893 .,751018893
MIT_378,gender,remale .,Female
MIT_378,candidatename,Leela Rau .,Leela Rau
MIT_378,nationality,Indian .,Indian
MIT_128,permanentaddress,"H.NO.F. Sahni Road , Pallatarian","H.NO.F. Sahni Road, Pallatarian"
MIT_128,presentaddress,"921326 , Swaminathan ' Road , Barasat ,","921326, Swaminathan Road, Barasat"
MIT_128,AlternateNo,92507 21664 .,9250721664
MIT_128,referencescmob1,Nasaka Swain - 78513871961,Nasaka Swain - 78513871961
MIT_128,gender,Male .,Male
MIT_128,contactnumber,754 3.58775,754358775
MIT_128,nationality,Indian,Indian
MIT_128,languageknown,"Kanharda , Tamil","Kanharda, Tamil"
MIT_128,experience,was at Prashad chakorabarti,was at Prashad chakorabarti
MIT_128,referencescmob2,Namakshi Dan - 761602702H,Namakshi Dan - 761602702
MIT_128,candidatename,Wazir Vohra .,Wazir Vohra
MIT_128,maritalstatus,married .,Married
MIT_128,experience1,a years at Mahagan-sachdova .,a years at Mahagan-sachdova
MIT_128,date,of lob ( 2022 .,2022
MIT_128,qualification,Post-Graduate,Post-Graduate
MIT_128,Fatherhusbandname,oliven vohra .,Oliven Vohra
MIT_128,bloodgroup,B -,B-
MIT_128,place,I Panaji .,Panaji
MIT_128,Dateofbirth,101 28 ) 1963 .,101/28/1963
MIT_128,aadhaarcard,"9.9.7,35000000000",9.9735E+13
TCE_1050,permanentaddress,minoeinskudi-3 zionjs ',Minoeinskudi-3 Zionjs
TCE_1050,presentaddress,"NONO "" 61 , Kear sheet , Khora","NONO 61, Kear sheet, Khora"
TCE_1050,referencescmob1,milima saraf - 7515825579 .,Milima Saraf - 7515825579
TCE_1050,candidatename,Wanda Sartear .,Wanda Sartear
TCE_1050,contactnumber,ORIFIED 3906,113906
TCE_1050,languageknown,"malayam , Hindi","Malayalam, Hindi"
TCE_1050,qualification,Post-Graduate .,Post-Graduate
TCE_1050,maritalstatus,married .,Married
TCE_1050,AlternateNo,964388 1027 .,9643881027
TCE_1050,referencescmob2,"Jyoti Zacharia - 822550,806",Jyoti Zacharia - 822550806
TCE_1050,place,""" Schillosa .",Schillosa
TCE_1050,date,03/00024 .,03/00024
TCE_1050,experience,Tyears at Italla -vohra .,Tyears at Italla -vohra
TCE_1050,Dateofbirth,Miss Ilaas .,
TCE_1050,nationality,indican .,Indian
TCE_1050,experience1,5 years at Dasguta Ltd,5 years at Dasguta Ltd
TCE_1050,Fatherhusbandname,Yug sarflav .,Yug Sarflav
TCE_1050,gender,Female .,Female
TCE_1050,bloodgroup,B-,B-
TCE_1404,referencescmob1,Gauror Kani - 814525 3994 .,Gauror Kani - 8145253994
TCE_1404,contactnumber,818135624 .,818135624
TCE_1404,experience,4 years at Ganesan Palla and Chade,4 years at Ganesan Palla and Chade
TCE_1404,languageknown,"Tamil , Malayalam , Kannoda","Tamil, Malayalam, Kannada"
TCE_1404,Dateofbirth,"""19 ) 2003 .",19/2003
TCE_1404,AlternateNo,"99 3.557,504 .",993557504
TCE_1404,experience1,a year at Dash Chadha and Palen .,a year at Dash Chadha and Palen
TCE_1404,nationality,Indian,Indian
TCE_1404,place,Lucknow .,Lucknow
TCE_1404,presentaddress,"H.NO.29 , Shah Street , Transi 248046","H.NO.29, Shah Street, Transi 248046"
TCE_1404,referencescmob2,Bahadursik Hans-9888251003 .,Bahadursik Hans - 9888251003
TCE_1404,Fatherhusbandname,Rudra Balasubramanian .,Rudra Balasubramanian
TCE_1404,permanentaddress,"33,83 , Nosie Schoenanpur - 862631 .","33,83, Nosie Schoenanpur - 862631"
TCE_1404,qualification,12th Paris .,12th Pass
TCE_1404,candidatename,Priya Balasubramanian,Priya Balasubramanian
TCE_1404,gender,Female .,Female
TCE_1404,bloodgroup,AB #,AB
TCE_1404,date,""" ( In ( 2024 .",2024
TCE_1404,maritalstatus,single .,Single
MIT_323,referencescmob2,Gaurike Bal-8754759.2 .,Gaurike Bal - 87547592
MIT_323,permanentaddress,"30,Varsey Nagar , Ghaziasad","30,varsey Nagar, Ghaziasad"
MIT_323,AlternateNo,8858 69 0.3 ),88586903
MIT_323,presentaddress,"59/51 , Handa Road , Silehan-39484 .","59/51, Handa Road, Silehan-39484"
MIT_323,experience1,I year at Subramaniam Sandhu and,I year at Subramaniam Sandhu and
MIT_323,maritalstatus,Married .,Married
MIT_323,experience,7 years at Bora Kalita and Aurora,7 years at Bora Kalita and Aurora
MIT_323,aadhaarcard,5157900000,5157900000
MIT_323,nationality,Indian .,Indian
MIT_323,languageknown,"Tamil , Bengali","Tamil, Bengali"
MIT_323,contactnumber,880243p3664 .,8802433664
MIT_323,qualification,'php .,PhD
MIT_323,bloodgroup,At,A+
MIT_323,date,9 (26 jeory .,Sep-26
MIT_323,referencescmob1,Falan Bumb-814855908,Falan Bumb - 814855908
MIT_323,Dateofbirth,1 ft 6 fast,01-Jun
MIT_323,Fatherhusbandname,Orinder Radhakrishnan,Orinder Radhakrishnan
MIT_323,candidatename,Sai Radhakrishman,Sai Radhakrishman
MIT_323,gender,Female .,Female
MIT_323,place,Luckenow .,Lucknow
TCE_1364,candidatename,Maanav Mander,Maanav Mander
TCE_1364,experience,7Years of Bali Chakrabarti and chander,7Years of Bali Chakrabarti and chander
TCE_1364,referencescmob1,Lekha Devi - 8101106774 .,Lekha Devi - 8101106774
TCE_1364,languageknown,"Tamil , Kannada .","Tamil, Kannada"
TCE_1364,contactnumber,8985556938 .,8985556938
TCE_1364,AlternateNo,90H 891495 .,90891495
TCE_1364,presentaddress,"56113 , chander Marg , Kota -0374ad","56113, Chander Marg, Kota -0374ad"
TCE_1364,nationality,inri an,Indian
TCE_1364,Fatherhusbandname,Gopal Mander .,Gopal Mander
TCE_1364,qualification,12th pass .,12th Pass
TCE_1364,date,121 24 ( 2099 .,121/24/2099
TCE_1364,permanentaddress,"H.NO.969 , Raju Circle , Dhanbad 753155","H.NO.969, Raju Circle, Dhanbad 753155"
TCE_1364,gender,male .,Male
TCE_1364,maritalstatus,married .,Married
TCE_1364,experience1,I Year at Bassi-Ron.,I Year at Bassi-Ron
TCE_1364,place,Kavaratti .,Kavaratti
TCE_1364,bloodgroup,other,O+
TCE_1364,referencescmob2,Bhanumati - 9796155 773 .,Bhanumati - 9796155773
TCE_1364,Dateofbirth,"4,06 ) 1969",04-06-1969
MIT_151,experience,2 years at Sarraf-Suri-,2 years at Sarraf-Suri-
MIT_151,gender,female .,Female
MIT_151,permanentaddress,"#P182 , Prashu Zila , Dindigutzia","P182, Prashu Zila, Dindigutzia"
MIT_151,qualification,Graduate .,Graduate
MIT_151,experience1,2 years at Sahahiba and Dhawa,2 years at Sahahiba and Dhawa
MIT_151,nationality,Indian,Indian
MIT_151,maritalstatus,single .,Single
MIT_151,presentaddress,"12,881 , Shah Ganj , Parma ,at","12,881, Shah Ganj, Parma,at"
MIT_151,AlternateNo,8994198 389,8994198389
MIT_151,bloodgroup,B. H.,B
MIT_151,aadhaarcard,"8 4,5662000000000",8.45662E+14
MIT_151,referencescmob1,chanaky a Moody - 9019 375515,Chanaky a Moody - 9019375515
MIT_151,Dateofbirth,8 ( 20 ( 2002 .,8/20/2002
MIT_151,candidatename,Siya Lalla .,Siya Lalla
MIT_151,referencescmob2,Tanvey Goswani - 9829116314,Tanvey Goswani - 9829116314
MIT_151,contactnumber,7 ( 349 9260,713499260
MIT_151,date,07/17 ( 2022 .,7/17/2022
MIT_151,languageknown,"Malayalam , Telugu","Malayalam, Telugu"
MIT_151,Fatherhusbandname,Zaid Lalla .,Zaid Lalla
VIT_943,languageknown,"Tamil , Telugu , Malayalam .","Tamil, Telugu, Malayalam"
VIT_943,contactnumber,95592284841 .,95592284841
VIT_943,permanentaddress,"39/01 , Sidney Circle , Medininagar - 704388","39/01, Sidney Circle, Medininagar - 704388"
VIT_943,AlternateNo,7156041172 .,7156041172
VIT_943,referencescmob2,Der Pandit - 9787052083 .,Der Pandit - 9787052083
VIT_943,presentaddress,"H. No.36 , Gara Road , Dhenbad 765447","H. No.36, Gara Road, Dhenbad 765447"
VIT_943,experience,I years at Moody PLC .,I years at Moody PLC
VIT_943,referencescmob1,Mahan Venhataraman - 8710591456,Mahan Venhataraman - 8710591456
VIT_943,place,Kolkata .,Kolkata
VIT_943,bloodgroup,B.,B
VIT_943,nationality,Andies .,Andies
VIT_943,qualification,Post- Graduate .,Post-Graduate
VIT_943,experience1,to years at Uppal Koshy and Sen .,to years at Uppal Koshy and Sen
VIT_943,gender,Female .,Female
VIT_943,maritalstatus,married .,Married
VIT_943,Dateofbirth,417 (1960 .,417/1960
VIT_943,candidatename,Ladli om .,Ladli Om
VIT_943,date,11/27 ( 2024 .,11/27/2024
VIT_943,Fatherhusbandname,Kai Om .,Kai Om
MIT_384,experience,1 years at Narain - Mitra-,1 years at Narain - Mitra-
MIT_384,permanentaddress,"939,Bala Nagar , Raurkela Industrial","939,bala Nagar, Raurkela Industrial"
MIT_384,Fatherhusbandname,Wridden Contractor .,Wridden Contractor
MIT_384,candidatename,Hasini Contractor .,Hasini Contractor
MIT_384,gender,female .,Female
MIT_384,presentaddress,"H. No. 79 , Bass Street , Sambalpur-04 4964","H. No. 79, Bass Street, Sambalpur-04 4964"
MIT_384,experience1,7 years at Pall Hans and Mangat,7 years at Pall Hans and Mangat
MIT_384,place,Aizawl .,Aizawl
MIT_384,AlternateNo,8098958568,8098958568
MIT_384,maritalstatus,married .,Married
MIT_384,aadhaarcard,2198 6 4000000,2.19864E+11
MIT_384,nationality,Indian,Indian
MIT_384,referencescmob1,Manya Gupta-9560829755,Manya Gupta - 9560829755
MIT_384,bloodgroup,A -,A-
MIT_384,date,04 (08 (2022 .,04-08-2022
MIT_384,referencescmob2,Geetika Sinha - 8418527233,Geetika Sinha - 8418527233
MIT_384,languageknown,"Gujarati , Bengali","Gujarati, Bengali"
MIT_384,qualification,PhD,PhD
MIT_384,contactnumber,781 2866231 .,7812866231
MIT_384,Dateofbirth,4/10/1962 .,04-10-1962
MIT_13,permanentaddress,"08131 , Roy Gang , MiryalagudaFFFOIN","08131, Roy Gang, MiryalagudaFFFOIN"
MIT_13,pancard,"JNRVF 95 666 ,",JNRVF9566G
MIT_13,experience,5 years at Loyal-Naidu .,5 years at Loyal-Naidu
MIT_13,experience1,6 years at Chadha LLC,6 years at Chadha LLC
MIT_13,presentaddress,"99 , Nayar Marg , Shimla-273545","99, Nayar Marg, Shimla-273545"
MIT_13,AlternateNo,77 25 84 5 843,7725845843
MIT_13,qualification,12th Pass .,12th Pass
MIT_13,referencescmob1,Niche Kohli-9073971919 .,Niche Kohli - 9073971919
MIT_13,maritalstatus,single .,Single
MIT_13,date,12 ( 15 ( 2022,12/15/2022
MIT_13,Dateofbirth,( 2 ( 16 ( 1990 .,2/16/1990
MIT_13,aadhaarcard,4 4 & 86000000,4486000000
MIT_13,bloodgroup,A B.t .,AB+
MIT_13,languageknown,"Tamil , English , Kannada","Tamil, English, Kannada"
MIT_13,referencescmob2,Jyoti Solanki - 80 84 54 67 15,Jyoti Solanki - 8084546715
MIT_13,place,Chandigarh,Chandigarh
MIT_13,candidatename,Krishna Yohannan,Krishna Yohannan
MIT_13,contactnumber,924      ,924318990
MIT_13,Fatherhusbandname,Wyatt Yohannan .,Wyatt Yohannan
MIT_13,gender,male .,Male
MIT_13,nationality,Indian,Indian
MIT_653,gender,Female .,Female
MIT_653,nationality,Indian,Indian
MIT_653,languageknown,"Gujarati , Kanneda , English , Malayalam","Gujarati, Kannada, English, Malayalam"
MIT_653,contactnumber,9702635407,9702635407
MIT_653,presentaddress,"M. No. 6147 , Badami , Madarapalle 5/3806","M. No. 6147, Badami, Madarapalle 5/3806"
MIT_653,permanentaddress,"36 , Grolle Chawk , Bhimavesam -102372","36, Grolle Chawk, Bhimavesam -102372"
MIT_653,experience,9 years at Dugan-worde,9 years at Dugan-worde
MIT_653,referencescmob1,Dalgia Kupur-90 in-94x40 .,Dalgia Kupur-90 in-94x40 
MIT_653,date,# 1012023 .,1012023
MIT_653,qualification,Diploma .,Diploma
MIT_653,maritalstatus,married .,Married
MIT_653,candidatename,Hemani Isaac .,Hemani Isaac
MIT_653,referencescmob2,Dakesh Patla-97/95/28.52 .,Dakesh Patla - 97952852
MIT_653,bloodgroup,At,A+
MIT_653,AlternateNo,81684 34407,8168434407
MIT_653,experience1,& years at Arya-chahal,years at Arya-chahal
MIT_653,Fatherhusbandname,Samuel Pssac .,Samuel Pssac
MIT_653,place,Dehmadun .,Dehradun
MIT_653,aadhaarcard,#4305000000,4305000000
MIT_653,Dateofbirth,5/30 )1976 .,5/30/1976
MIT_147,AlternateNo,99 2 9.4.2 b .,9929426
MIT_147,presentaddress,"17123 , Swamy Street , Vijayanagalam-","17123, Swamy Street, Vijayanagalam"
MIT_147,contactnumber,74 90.8 56.5 .,74908565
MIT_147,permanentaddress,"H. No. 22 , Balay Circle , Naithah 19.83","H. No. 22, Balay Circle, Naithah 19.83"
MIT_147,experience,a years at Ramakrishnan - Saha,a years at Ramakrishnan - Saha
MIT_147,referencescmob1,Aana Oak - 8840073257,Aana Oak - 8840073257
MIT_147,languageknown,Bengalis Tamil .,"Bengali, Tamil"
MIT_147,gender,female .,Female
MIT_147,maritalstatus,married .,Married
MIT_147,nationality,Indian .,Indian
MIT_147,qualification,Post-kradnate,Post-Graduate
MIT_147,experience1,I Weaver at Pama Sodhi and Edwin,I Weaver at Pama Sodhi and Edwin
MIT_147,referencescmob2,Chakradhar lake - 8953 069418,Chakradhar Lake - 8953069418
MIT_147,candidatename,Januja Nori .,Januja Nori
MIT_147,place,Grang tok .,Gangtok
MIT_147,Dateofbirth,3131 1-968 .,3131/1/968
MIT_147,bloodgroup,0 -,O-
MIT_147,Fatherhusbandname,Vivaan Nowi .,Vivaan Nowi
MIT_147,pancard,ERTL 16 33K .,ERTL1633K
MIT_147,date,""" ( 21 ( 2022 .",21/2022
TCE_1332,contactnumber,77 3. 458374,773458374
TCE_1332,referencescmob1,Jeet Sankan - 8 6.8 b.3830,Jeet Sankan - 8683830
TCE_1332,languageknown,"Marathi , Hindi , Gujarati , Telugu","Marathi, Hindi, Gujarati, Telugu"
TCE_1332,place,Ranchi .,Ranchi
TCE_1332,permanentaddress,"888 , Kant , Nanded 442823 .","888, Kant, Nanded 442823"
TCE_1332,experience,4 years at Ben PLC .,4 years at Ben PLC
TCE_1332,presentaddress,"226 , Asiya Nagan , Jhansi -349 73 )","226, Asiya Nagan, Jhansi -349 73"
TCE_1332,candidatename,Vrighti Dora .,Vrighti Dora
TCE_1332,Dateofbirth,2 ) 100 99 99 .,2/100/99/99
TCE_1332,qualification,Red Ph.d .,Red Phd
TCE_1332,AlternateNo,773.396534 .,773396534
TCE_1332,experience1,5 years at Aggarwal LLC .,5 years at Aggarwal LLC
TCE_1332,date,09 ( 15/2023 .,9/15/2023
TCE_1332,Fatherhusbandname,Tama K Dorsa .,Tama K Dorsa
TCE_1332,referencescmob2,Frederick Bail -8 4.38.0.9.7 ) .,Frederick Bail - 8438097
TCE_1332,gender,Female .,Female
TCE_1332,bloodgroup,0 -,O-
TCE_1332,nationality,Indian .,Indian
TCE_1332,maritalstatus,Marnied .,Married
MIT_433,permanentaddress,"H.NO. D. Thomas Mary , Duke 332436","H.NO. D. Thomas Mary, Duke 332436"
MIT_433,referencescmob2,Avi Palan - 823214106 7 .,Avi Palan - 8232141067
MIT_433,experience,2years at Banerjee Kar and Ghose,2years at Banerjee Kar and Ghose
MIT_433,gender,Female .,Female
MIT_433,referencescmob1,Pooja Deo - 720909878 .,Pooja Deo - 720909878
MIT_433,presentaddress,"023 , Bharsar Path , Jannagar-550193","023, Bharsar Path, Jannagar-550193"
MIT_433,languageknown,"Marathi , Telugu , Malayalam , Bengali","Marathi, Telugu, Malayalam, Bengali"
MIT_433,nationality,Indian .,Indian
MIT_433,qualification,Graduate .,Graduate
MIT_433,bloodgroup,At,A+
MIT_433,Dateofbirth,(2 (3 (1976 .,02-03-1976
MIT_433,place,Delhi .,Delhi
MIT_433,contactnumber,7650188199 .,7650188199
MIT_433,date,08 ( 16 ( 2022 .,8/16/2022
MIT_433,maritalstatus,Married .,Married
MIT_433,candidatename,Kashish Bali .,Kashish Bali
MIT_433,Fatherhusbandname,Logan Bali .,Logan Bali
MIT_433,aadhaarcard,78 9127000000,7.89127E+11
MIT_433,experience1,10 years at Pall and Sons .,10 years at Pall and Sons
MIT_433,AlternateNo,1945 1 4.056 3 .,1945140563
MIT_565,presentaddress,"H. No. 42 , Ahuga circle , Shahjahanpur","H. No. 42, Ahuga circle, Shahjahanpur"
MIT_565,experience,2 year 8 at chhabra Inc.,2 year 8 at chhabra Inc
MIT_565,permanentaddress,"87/86 , broke Nagour , Berhampur-218170","87/86, Broke Nagour, Berhampur-218170"
MIT_565,referencescmob1,Eshana Rattan - 7228373364 .,Eshana Rattan - 7228373364
MIT_565,bloodgroup,abt .,AB+
MIT_565,contactnumber,7 7 1 3 4.2 8.50,771342850
MIT_565,AlternateNo,999 6282276,9996282276
MIT_565,maritalstatus,single .,Single
MIT_565,experience1,I years at Venkatesh Anne and Kunda,I years at Venkatesh Anne and Kunda
MIT_565,languageknown,"Hindi , English","Hindi, English"
MIT_565,candidatename,Om. Mani .,Om Mani
MIT_565,qualification,10th pass .,10th Pass
MIT_565,referencescmob2,Southvik Deep -9578585219,Southvik Deep - 9578585219
MIT_565,date,09 04 ( 2023 .,09-04-2023
MIT_565,gender,male .,Male
MIT_565,place,Thisuvananthanthapuram,Thisuvananthanthapuram
MIT_565,nationality,Indian .,Indian
MIT_565,Fatherhusbandname,Wreddish mani .,Wreddish Mani
MIT_565,Dateofbirth,7/31 1982 .,7/31/1982
MIT_565,aadhaarcard,"81 336,000000",81336000000
TCE_1464,candidatename,Meera Mitra .,Meera Mitra
TCE_1464,gender,Female .,Female
TCE_1464,languageknown,"Bengali , Tamil","Bengali, Tamil"
TCE_1464,referencescmob1,"Peter Konda - 84,000,00066 .",Peter Konda - 8400000066
TCE_1464,maritalstatus,married .,Married
TCE_1464,experience1,3' Yeers at Shan-wable,3 Yeers at Shan-wable
TCE_1464,permanentaddress,"212 , Manda Nougas , Korkinoda - 00 1452 .","212, Manda Nougas, Korkinoda - 00 1452"
TCE_1464,presentaddress,"H.NO.93 , Wason , Pallavaram 1/2580 .","H.NO.93, Wason, Pallavaram 1/2580"
TCE_1464,Fatherhusbandname,Peter Mitra .,Peter Mitra
TCE_1464,date,""" It #",
TCE_1464,contactnumber,88031-01409 .,8803101409
TCE_1464,AlternateNo,9392340381 .,9392340381
TCE_1464,referencescmob2,Ikbal mani - 848336249 .,Ikbal Mani - 848336249
TCE_1464,qualification,Diploma .,Diploma
TCE_1464,nationality,Indian .,Indian
TCE_1464,experience,9 years at saras - Naidu .,9 years at saras - Naidu
TCE_1464,place,lucknow .,Lucknow
VIT_924,presentaddress,pondicherry -7 738 2ly,Pondicherry -7 738 2ly
VIT_924,experience1,7 years of NATT 3AUPATH and SIGNHAL,7 years of NATT 3AUPATH and SIGNHAL
VIT_924,permanentaddress,"H.NO H62 , DUTTA GAYA -833813","H.NO H62, DUTTA GAYA -833813"
VIT_924,referencescmob2,GESTIKA BALA - 7361573552,GESTIKA BALA - 7361573552
VIT_924,date,05 ( 29 ( 2025-,5/29/2025
VIT_924,bloodgroup,B.,B
VIT_924,candidatename,Kashish puri .,Kashish Puri
VIT_924,contactnumber,77 25337 0.983 .,77253370983
VIT_924,place,Dehra Duw .,Dehradun
VIT_924,languageknown,Kannada ; Bengali .,"Kannada, Bengali"
VIT_924,AlternateNo,74 029 20665,7402920665
VIT_924,referencescmob1,"Patrick Gade - 82 9,01 97.59 .",Patrick Gade - 829019759
VIT_924,qualification,10 Its pass .,10th Pass
VIT_924,Dateofbirth,2/3 ) 1968 .,02-03-1968
VIT_924,aadhaarcard,"89 6.3,000000000",8.963E+12
VIT_924,gender,female .,Female
VIT_924,Fatherhusbandname,Ayaan Puri .,Ayaan Puri
VIT_924,maritalstatus,married .,Married
VIT_924,nationality,INDIAW .,Indian
VIT_924,experience,1 years at Guha-Dara,1 years at Guha-Dara
TCE_1265,permanentaddress,"6a/404 , Radhakrishnan Magg ,","6a/404, Radhakrishnan Magg"
TCE_1265,presentaddress,"H.NO.36 , Prabihu Street , Tezpur","H.NO.36, Prabihu Street, Tezpur"
TCE_1265,referencescmob1,KEYA Chand - 7082364675,KEYA Chand - 7082364675
TCE_1265,experience,4 years at Reddy and Sons .,4 years at Reddy and Sons
TCE_1265,experience1,3 years at chana-kari .,3 years at chana-kari
TCE_1265,candidatename,Imran Desai .,Imran Desai
TCE_1265,referencescmob2,Manthan Sankar - 9429796350,Manthan Sankar - 9429796350
TCE_1265,place,Shemla .,Shimla
TCE_1265,AlternateNo,99 09614.664,9909614664
TCE_1265,maritalstatus,Married .,Married
TCE_1265,languageknown,"Bengali , Hindi , English , Tamil","Bengali, Hindi, English, Tamil"
TCE_1265,gender,Male .,Male
TCE_1265,qualification,Iain Pass,Iain Pass
TCE_1265,date,08I 1012022,08/1012022
