,folder,file,pred_text,actual_text
4536,TCE_1498,Dateofbirth,2/5 ( 2007 .,2/15/2007
4537,TCE_1498,Fatherhusbandname,Saksham Samara,Saksham Samra
4538,TCE_1498,permanentaddress,"15 , Kandan Gary , Hindupur 095332","75, Kamdar Ganj, Hindupur 095332"
4539,TCE_1498,experience,3 years at chowdhury PLC,3 years at Chowdhury PLC
4540,TCE_1498,date,02 ( 14 ( 2022 .,2/14/2022
4541,TCE_1498,presentaddress,"76/90 , Prashad Road , Satna -77.8 .","76/90, Prashad Road, Satna-773188"
4542,TCE_1498,gender,Female .,Female
4543,TCE_1498,bloodgroup,B-,B-
4544,TCE_1498,experience1,I years at Balan Naidu & Trivedi,1 years at Balan  Naidu and Trivedi
4545,TCE_1498,qualification,Graduate,Graduate
4546,TCE_1498,languageknown,"Tamil , Bengali , Morathi , Malayalam","Tamil, Bengali, Marathi, Malayalam"
4547,TCE_1498,referencescmob2,"Anirudh Ramaswary . 7,50010481 .",Anirudh Ramaswamy - 7750010481
4548,TCE_1498,maritalstatus,single .,Single
4549,TCE_1498,contactnumber,75594-0807 .,7559460807
4550,TCE_1498,AlternateNo,9517173976 .,9517173976
4551,TCE_1498,place,chennai .,Chennai
4552,TCE_1498,candidatename,Yashica Samoa .,Yashica Samra
4553,TCE_1498,referencescmob1,Yug Hedge - 9809202156 .,Yug Hegde - 9809202156
4554,MIT_20,nationality,Dndian .,Indian
4555,MIT_20,Dateofbirth,a ho (198 5 .,04-10-1985
4556,MIT_20,Fatherhusbandname,Tagat Chhabra .,Jagat Chhabra
4557,MIT_20,permanentaddress,"HIND.A.5b , Dyer Street , Samuel 884247","H.No. 456, Iyer Street, Panvel 884247"
4558,MIT_20,experience,5 years at Premier Merchant and,5 years at Parmer  Merchant and Merchant
4559,MIT_20,date,05 ( 23 (2022,5/23/2022
4560,MIT_20,presentaddress,"""4/39 , Kanda Path , Adupi 2104-70 .","74/39, Kanda Path, Udupi 210470"
4561,MIT_20,gender,female .,Female
4562,MIT_20,bloodgroup,A B.,AB-
4563,MIT_20,experience1,great at Radhawa LLC,8 years at Randhawa LLC
4564,MIT_20,qualification,Ph.D .,PhD
4565,MIT_20,languageknown,"Kannada , Tamil .","Kannada, Tamil"
4566,MIT_20,aadhaarcard,73974 6000000,740000000000.0
4567,MIT_20,referencescmob2,fagnid Dhaliwal - 7&39953/3 .,Faqid Dhaliwal - 7873995373
4568,MIT_20,maritalstatus,married .,Married
4569,MIT_20,contactnumber,8668587761 .,8668587761
4570,MIT_20,AlternateNo,91 979 25769 .,9197925769
4571,MIT_20,place,Dranagers .,Itanagar
4572,MIT_20,candidatename,Warhi Chhabra .,Warhi Chhabra
4573,MIT_20,referencescmob1,Hampini Contractor -7/92-5558ss .,Hamsini Contractor - 7792756558
4574,TCE_1246,nationality,Indian .,Indian
4575,TCE_1246,Dateofbirth,12/29 (200 ) .,12/29/2001
4576,TCE_1246,Fatherhusbandname,Nicholas . Patti ),Nicholas Patil
4577,TCE_1246,permanentaddress,"H.Nomuna ,August - jumb , Road ,","H.No. 39, Kuruvilla Road, Yamunanagar-146120"
4578,TCE_1246,experience,7 years at Ranganathan Shenoy & Koupur,7 years at Ranganathan  Shenoy and Kapur
4579,TCE_1246,date,02 ( 02 ( 2022 .,2/2/2022
4580,TCE_1246,presentaddress,"H.NO. 312 , Hora Road , Eluru 629136","H.No. 312, Hora Road, Eluru 629136"
4581,TCE_1246,gender,Female .,Female
4582,TCE_1246,bloodgroup,"AB """,AB-
4583,TCE_1246,experience1,3 Years at Isaac Ltd .,3 years at Issac Ltd
4584,TCE_1246,qualification,12th pass .,12th Pass
4585,TCE_1246,languageknown,"malayalam , Kannada","Malayalam, Kannada"
4586,TCE_1246,referencescmob2,Siya Pradhan - 9303995207,Siya Pradhan - 9303995207
4587,TCE_1246,maritalstatus,single,Single
4588,TCE_1246,contactnumber,151797989 1 .,7517979891
4589,TCE_1246,AlternateNo,971975-797,9719765797
4590,TCE_1246,place,Mumbai .,Mumbai
4591,TCE_1246,candidatename,Ishani Patil .,Ishani Patil
4592,TCE_1246,referencescmob1,Anri Manda-9681169849 .,Anvi Manda - 9681109849
4593,VIT_792,nationality,Indian,Indian
4594,VIT_792,Dateofbirth,6 ( 89 ) 1975 .,6/29/1975
4595,VIT_792,Fatherhusbandname,Reyanshmann .,Reyansh Mann
4596,VIT_792,permanentaddress,HIRUTAN THAT A PURAINESTORF8-268,"H.No. 755, Agate Ganj, Thiruvananthapuram 597268"
4597,VIT_792,experience,8 years at Natarajan plc.,8 years at Natarajan PLC
4598,VIT_792,date,03 ( 02 ) 2024 .,03-02-2024
4599,VIT_792,presentaddress,"H.NO.ITT , JANI PATH , DEHRAFUN","H.No. 177, Jani Path, Dehradun-581987"
4600,VIT_792,gender,male .,Male
4601,VIT_792,bloodgroup,ot,O+
4602,VIT_792,experience1,4 years at Bar-panchal,4 years at Brar-Panchal
4603,VIT_792,qualification,Graduate .,Graduate
4604,VIT_792,languageknown,"English , Bengrali , Kannada","English, Bengali, Kannada"
4605,VIT_792,referencescmob2,ARJUN PALLA -7166254083 .,Arjun Palla - 7766254083
4606,VIT_792,pancard,XTG-CF 3019X .,XTGCF3019X
4607,VIT_792,maritalstatus,married .,Married
4608,VIT_792,contactnumber,"8'53 (7. bab """,8531721626
4609,VIT_792,AlternateNo,8292960457,8292960457
4610,VIT_792,place,JAIPUR,Jaipur
4611,VIT_792,candidatename,drindermann .,Orinder Mann
4612,VIT_792,referencescmob1,KAMALA BANDI - 7376636193,Kamala Bandi - 7376636193
4613,MIT_253,nationality,Indian,Indian
4614,MIT_253,Dateofbirth,317 ( 1993 .,3/7/1993
4615,MIT_253,Fatherhusbandname,Alexander Gaba .,Alexander Gaba
4616,MIT_253,permanentaddress,"H.ND. ON , SHETTY CHANK 1JORHAKE 29047 ?","H.No. 611, Shetty Chowk, Jorhat 290477"
4617,MIT_253,experience,10 years at Mohan Group,10 years at Mohan Group
4618,MIT_253,date,01 ( 07 ( 2023 .,1/7/2023
4619,MIT_253,presentaddress,"H.NO.07 , DHAWAN NAGAR , RANCHI 9822","H.No. 07, Dhawan Nagar, Ranchi 982210"
4620,MIT_253,gender,female .,Female
4621,MIT_253,bloodgroup,0-,O-
4622,MIT_253,experience1,4 years at Prakash Lanka and Nagi,4 years at Prakash  Lanka and Nagi
4623,MIT_253,qualification,PhD .,PhD
4624,MIT_253,languageknown,"HINDI , English , Bengali , Gujarati","Hindi, English, Bengali, Gujarati"
4625,MIT_253,aadhaarcard,91 64570000000,916457000000
4626,MIT_253,referencescmob2,Oropal Sridhar - 119922bb29,Gopal Sridhar - 7799226629
4627,MIT_253,maritalstatus,Married .,Married
4628,MIT_253,contactnumber,152329360,7523229360
4629,MIT_253,AlternateNo,8385461893 .,8385461893
4630,MIT_253,place,RAI PUR,Raipur
4631,MIT_253,candidatename,dayamai Gaba .,Dayamai Gaba
4632,MIT_253,referencescmob1,I. Kabir NAIDU-8272081913 .,Kabir Naidu - 8272087913
4633,TCE_1152,nationality,Indian .,Indian
4634,TCE_1152,Dateofbirth,""" 124 ( 1963 .",11/24/1963
4635,TCE_1152,Fatherhusbandname,Dev Ravi,Dev Ravi
4636,TCE_1152,permanentaddress,"43, Savant Zila , Vijayawada 463118","43, Savant Zila, Vijayawada 463118"
4637,TCE_1152,experience,2 years at Mishra' Sem and chacro,2 years at Mishra  Sem and Chacko
4638,TCE_1152,date,05 ( 88 ( 2024 .,5/28/2024
4639,TCE_1152,presentaddress,"101732 , Seth path , Kolhapur -230348","10/732, Seth Path, Kolhapur-230348"
4640,TCE_1152,gender,Female .,Female
4641,TCE_1152,bloodgroup,ot,O+
4642,TCE_1152,experience1,a years at Agarwal Deep and Koka,9 years at Agarwal  Deep and Kota
4643,TCE_1152,qualification,phD .,PhD
4644,TCE_1152,languageknown,"Malayalam , Marathi , Kannada","Malayalam, Marathi, Kannada"
4645,TCE_1152,referencescmob2,Warda Woolton -136666 1205,Warda Warrior - 7366661205
4646,TCE_1152,maritalstatus,single .,Single
4647,TCE_1152,contactnumber,T201234283 .,7201234283
4648,TCE_1152,AlternateNo,9066764715 .,9066764775
4649,TCE_1152,place,Bhopal .,Bhopal
4650,TCE_1152,candidatename,Fosum Ravi .,Forum Ravi
4651,TCE_1152,referencescmob1,Sunani Babu -8239365966,Suhani Babu - 8239365966
4652,MIT_448,nationality,Indian .,Indian
4653,MIT_448,Dateofbirth,11/411984 .,11/14/1984
4654,MIT_448,Fatherhusbandname,Jairaj Meman,Jairaj Memon
4655,MIT_448,permanentaddress,"91/138 . Malhotra Path , Bulandshahr","97/738, Malhotra Path, Bulandshahr 323606"
4656,MIT_448,experience,Byears at Deol-Morar,3 years at Deol-Morar
4657,MIT_448,date,(III ) 2025 .,3/11/2025
4658,MIT_448,presentaddress,"H.NO. 81 , Savraf Circle , Alwar -364882","H.No. 81, Sarraf Circle, Alwar-364882"
4659,MIT_448,gender,male .,Male
4660,MIT_448,bloodgroup,AB -,AB-
4661,MIT_448,experience1,4 years at Pandey LLC .,4 years at Pandey LLC
4662,MIT_448,qualification,Graduate .,Graduate
4663,MIT_448,languageknown,"Hindl . Tamil . Malayalam , Gujarati","Hindi, Tamil, Malayalam, Gujarati"
4664,MIT_448,aadhaarcard,6 30135000000,630135000000
4665,MIT_448,referencescmob2,Bhanumati Borah - 8292099843 .,Bhanumati Borah - 8292099843
4666,MIT_448,pancard,TT 2MC 357AL,TTZGC3574L
4667,MIT_448,maritalstatus,married .,Married
4668,MIT_448,contactnumber,76 83444091,7683444091
4669,MIT_448,AlternateNo,9656833215,9656833215
4670,MIT_448,place,Imphal .,Imphal
4671,MIT_448,candidatename,Dominic Memon .,Dominic Memon
4672,MIT_448,referencescmob1,ubika Wadhura - 7123808238 .,Ubika Wadhwa - 7123808238
4673,MIT_68,nationality,Indian,Indian
4674,MIT_68,Dateofbirth,11/8 ( 2003 .,11/18/2003
4675,MIT_68,Fatherhusbandname,Rethaan Lalla .,Rehaan Lalla
4676,MIT_68,permanentaddress,H.DO.MF. Qatha Road . Matasawa -,"H.No. 75, Saha Road, Maheshtala-367850"
4677,MIT_68,experience,2 years rat Polanki-Barrod,2 years at Solanki-Barad
4678,MIT_68,date,03 (0-2024 .,03-07-2024
4679,MIT_68,presentaddress,"H.00-653 , Roman Aerospace -5 44 4.11 .","H.No. 653, Soman Nagar, Serampore-544471"
4680,MIT_68,gender,Female .,Female
4681,MIT_68,bloodgroup,"A """,A-
4682,MIT_68,experience1,8 years at Majumdar Group,8 years at Majumdar Group
4683,MIT_68,qualification,Post-Graduate .,Post-Graduate
4684,MIT_68,languageknown,"Kannada , English","Kannada, English"
4685,MIT_68,aadhaarcard,"2382 400,000000",238000000000.0
4686,MIT_68,referencescmob2,Kovishna Viswanathan -962220666 6,Krishna Viswanathan - 9622206666
4687,MIT_68,maritalstatus,single .,Single
4688,MIT_68,contactnumber,9 49876856,9498768656
4689,MIT_68,AlternateNo,99 3.4.9 38381 .,9934938381
4690,MIT_68,place,Bhopal .,Bhopal
4691,MIT_68,candidatename,Tripti Lalla .,Tripti Lalla
4692,MIT_68,referencescmob1,Dominic Mukhopadhyay - 99888810914,Dominic Mukhopadhyay - 9988810914
4693,TCE_1272,nationality,Indian .,Indian
4694,TCE_1272,Dateofbirth,5/6/989 .,5/6/1989
4695,TCE_1272,Fatherhusbandname,Nakul Sarnaf,Nakul Sarraf
4696,TCE_1272,permanentaddress,"Hisonipat , Berachawk ,","H.No. 09, Bera Chowk, Sonipat-013334"
4697,TCE_1272,experience,6 years at Virk-De,6 years at Virk-De
4698,TCE_1272,date,"1,2 ( 2024 .",12/6/2024
4699,TCE_1272,presentaddress,Tadepallgudem 17' 46- 4,"97/30, Samra Ganj, Tadepalligudem 774674"
4700,TCE_1272,gender,Female .,Female
4701,TCE_1272,bloodgroup,B.,B-
4702,TCE_1272,experience1,4 years at Kala-somaf .,4 years at Kala-Saraf
4703,TCE_1272,qualification,10th Pass .,10th Pass
4704,TCE_1272,languageknown,"Telugu , English , Kannada , Manathi","Telugu, English, Kannada, Marathi"
4705,TCE_1272,aadhaarcard,513006000000,513006000000
4706,TCE_1272,referencescmob2,Vidhi Mani - 7931801899 .,Vidhi Mani - 7931801899
4707,TCE_1272,maritalstatus,Married .,Married
4708,TCE_1272,contactnumber,949 086 2812,9490862812
4709,TCE_1272,AlternateNo,9 255050034 .,9255050034
4710,TCE_1272,place,patna .,Patna
4711,TCE_1272,candidatename,Ojasvi Sarrauf,Ojasvi Sarraf
4712,TCE_1272,referencescmob1,Grumravsinghal - 98-0.322-9.9 .,Gaurav Singhal - 9803221919
4713,MIT_48,nationality,Indian .,Indian
4714,MIT_48,Dateofbirth,4.199 )1964 .,4/29/1964
4715,MIT_48,Fatherhusbandname,Tatin Merchant .,Jatin Merchant
4716,MIT_48,permanentaddress,"Homo. 158 , Nair Jila , Ahmedabad","H.No. 158, Nair Zila, Ahmedabad-661839"
4717,MIT_48,experience,4 years rat Loyal and sons .,4 years at Loyal and Sons
4718,MIT_48,date,01 (2 (2023 .,1/12/2023
4719,MIT_48,presentaddress,"H. No. 104 , Parsa Chawk , Kota","H.No. 104, Parsa Chowk, Kota 126788"
4720,MIT_48,gender,Female .,Female
4721,MIT_48,bloodgroup,Bt .,B+
4722,MIT_48,experience1,8 years at Duke - Ramachandran,8 years at Dube-Ramachandran
4723,MIT_48,qualification,10th pass .,10th Pass
4724,MIT_48,languageknown,"English , Malayalam , Telugu","English, Malayalam, Telugu"
4725,MIT_48,aadhaarcard,"S 601,000000",860130000000
4726,MIT_48,referencescmob2,Amruta Mitra - 8764718642 .,Amruta Mitra - 8764718642
4727,MIT_48,maritalstatus,married .,Married
4728,MIT_48,contactnumber,74 1.5.8.5.34 .,7415285239
4729,MIT_48,AlternateNo,7430727710,7430727710
4730,MIT_48,place,Thiruvananthanthapuram .,Thiruvananthapuram
4731,MIT_48,candidatename,Chaman Merchant .,Chaman Merchant
4732,MIT_48,referencescmob1,Lajita Gara - 77625azilly .,Lajita Gara - 7762592114
4733,VIT_966,nationality,Indian,Indian
4734,VIT_966,Dateofbirth,10 ( 28 ( 1972 .,10/28/1972
4735,VIT_966,Fatherhusbandname,Kevin. Barn .,Kevin Basu
4736,VIT_966,permanentaddress,"it. No. ago , Nagarayang , Manga , voice","H.No. 990, Nagarajan Marg, Noida 267911"
4737,VIT_966,experience,1 years at Shroff-Bali .,7 years at Shroff-Bali
4738,VIT_966,date,06 (21 ( 2023 .,6/21/2023
4739,VIT_966,presentaddress,"M. No. 3156 Schanna Street , Braifa-","H.No. 356, Khanna Street, Gaya 645604"
4740,VIT_966,gender,Male .,Male
4741,VIT_966,bloodgroup,AB -,AB-
4742,VIT_966,experience1,10 years at Sachdeva group,10 years at Sachdeva Group
4743,VIT_966,qualification,Graduate .,Graduate
4744,VIT_966,languageknown,"English , malayalam .","English, Malayalam"
4745,VIT_966,referencescmob2,Ithaca Yale - 91290829 lb .,Ishaan Gole - 9129082976
4746,VIT_966,pancard,VIDEO KMS 100v,UJDKG8700V
4747,VIT_966,maritalstatus,haried .,Married
4748,VIT_966,contactnumber,8579 296 59 .,8579729659
4749,VIT_966,AlternateNo,89281844 lb .,8928184476
4750,VIT_966,place,Bhopal .,Bhopal
4751,VIT_966,candidatename,Benjamin Benu .,Benjamin Basu
4752,VIT_966,referencescmob1,Vyanyama Truvedi -9844-3328,Vyanjana Trivedi - 9844913328
4753,TCE_1145,nationality,Indian .,Indian
4754,TCE_1145,Dateofbirth,3 ( UO ( 1977 .,3/10/1977
4755,TCE_1145,Fatherhusbandname,Bargeet Bhatti .,Banjeet Bhatti
4756,TCE_1145,permanentaddress,"H""NO.21 , Devan Nagar , Kumnoot 64.360 .","H.No. 21, Devan Nagar, Kurnool 071360"
4757,TCE_1145,experience,1 4 ears at Pall Dayal and Nagy,7 years at Pall  Dayal and Nagy
4758,TCE_1145,date,""" lastaosen .",11/28/2024
4759,TCE_1145,presentaddress,"H. No. 196 , Magar Path , Housah 94,59","H.No. 196, Magar Path, Howrah 944599"
4760,TCE_1145,gender,Female .,Female
4761,TCE_1145,bloodgroup,Bt .,B+
4762,TCE_1145,experience1,A Years at Nayar plc .,4 years at Nayar PLC
4763,TCE_1145,qualification,post -- Confederate,Post-Graduate
4764,TCE_1145,languageknown,"Malayalam , Hindi , Comjardr.","Malayalam, Hindi, Gujarati"
4765,TCE_1145,referencescmob2,Hardik Ahya - 19821909a ) .,Hardik Ahuja - 7982190921
4766,TCE_1145,maritalstatus,married .,Married
4767,TCE_1145,contactnumber,857 1657391 .,8571651391
4768,TCE_1145,AlternateNo,7072970 521 .,7072970521
4769,TCE_1145,place,Kohema .,Kohima
4770,TCE_1145,candidatename,Ekta Bhatti .,Ekta Bhatti
4771,TCE_1145,referencescmob1,Karan Bhavsar - 7663003080 .,Karan Bhavsar - 7663003080
4772,MIT_378,nationality,Indian,Indian
4773,MIT_378,Dateofbirth,12 ( 14 ( 1972 .,12/14/1972
4774,MIT_378,Fatherhusbandname,William Rauer .,William Rau
4775,MIT_378,permanentaddress,"29 , Kakan Path , Dhanbad - 373118","29, Kakar Path, Dhanbad-373118"
4776,MIT_378,experience,9 Years at Savant-Lake,9 years at Savant-Lala
4777,MIT_378,date,09 ( 22 ( 2022,9/22/2022
4778,MIT_378,presentaddress,"280 , Master Zila , Jamnagar-892225","280, Master Zila, Jamnagar-892225"
4779,MIT_378,gender,Female .,Female
4780,MIT_378,bloodgroup,B.,B-
4781,MIT_378,experience1,7 Years at . Dhillon and Sons .,7 years at Dhillon and Sons
4782,MIT_378,qualification,Diploma .,Diploma
4783,MIT_378,languageknown,"Marathi , Telugu .","Marathi, Telugu"
4784,MIT_378,aadhaarcard,656926000000,657000000000.0
4785,MIT_378,referencescmob2,Anya Cheema - 1958606942,Anya Cheema - 7958606942
4786,MIT_378,maritalstatus,single .,Single
4787,MIT_378,contactnumber,7510188903 .,7510188903
4788,MIT_378,AlternateNo,8427821797 .,8427821797
4789,MIT_378,place,Hyderabad .,Hyderabad
4790,MIT_378,candidatename,Leela Rau .,Leela Rau
4791,MIT_378,referencescmob1,Anita Ranganathan - 835511. 357,Anita Ranganathan - 8355777357
4792,MIT_396,nationality,Indian,Indian
4793,MIT_396,Dateofbirth,12 ( 12 ( Laro,12-12-1970
4794,MIT_396,Fatherhusbandname,Rehaan Rastogi .,Rehaan Rastogi
4795,MIT_396,permanentaddress,"966 , Modi Bahraich 70-8089 .","966, Modi, Bahraich 708089"
4796,MIT_396,experience,9 Years at Pandya Chandra and Dev,9 years at Pandya  Chandra and Devi
4797,MIT_396,date,08 ( 18 ( 2025,8/18/2025
4798,MIT_396,presentaddress,"H. No. 53 , Mahajan , Bangalore 4.29001","H.No. 53, Mahajan, Bangalore 429907"
4799,MIT_396,gender,Male .,Male
4800,MIT_396,bloodgroup,A A,A+
4801,MIT_396,experience1,1 . Years at Sem-Jayarramann,7 years at Sem-Jayaraman
4802,MIT_396,qualification,PhD .,PhD
4803,MIT_396,languageknown,"Malayalam . Gujarati , Telugu","Malayalam, Gujarati, Telugu"
4804,MIT_396,aadhaarcard,916 529000000,917000000000.0
4805,MIT_396,referencescmob2,Indira Mane-82675322 43,Indira Mane - 8267532243
4806,MIT_396,maritalstatus,single .,Single
4807,MIT_396,contactnumber,73741 40458,7374140468
4808,MIT_396,AlternateNo,9688977235,9688977235
4809,MIT_396,place,Bhopal .,Bhopal
4810,MIT_396,candidatename,Qarin Rastogi .,Qarin Rastogi
4811,MIT_396,referencescmob1,Damyanti Tank - 167526613 ),Damyanti Tank - 7675266731
4812,TCE_1490,nationality,Indian .,Indian
4813,TCE_1490,Dateofbirth,"9/23 ( 2001 . """,9/23/2001
4814,TCE_1490,Fatherhusbandname,Ronith Dhawan .,Ronith Dhawan
4815,TCE_1490,permanentaddress,"30 , Kade Street , Proddatur -771467","30, Kade Street, Proddatur-771467"
4816,TCE_1490,experience,a years at Wali Verma and Shaveri .,9 years at Wali  Verma and Jhaveri
4817,TCE_1490,date,03 ( 07 ( 2023,3/7/2023
4818,TCE_1490,presentaddress,"H. No. 23 , Gruha Road , Grusegaon , 845672 .","H.No. 23, Guha Road, Gurgaon 845672"
4819,TCE_1490,gender,Male .,Male
4820,TCE_1490,bloodgroup,out,O+
4821,TCE_1490,experience1,6 years at Bhasin PLc.,6 years at Bhasin PLC
4822,TCE_1490,qualification,10th pass .,10th Pass
4823,TCE_1490,languageknown,"Marathi , English , Bengali , Gujarati","Marathi, English, Bengali, Gujarati"
4824,TCE_1490,referencescmob2,Jason Kibe -8065326804,Jason Kibe - 8065326804
4825,TCE_1490,maritalstatus,single .,Single
4826,TCE_1490,contactnumber,I 8625224724 .,8625224724
4827,TCE_1490,AlternateNo,9978 223122 .,9978223122
4828,TCE_1490,place,Grandhinagan .,Gandhinagar
4829,TCE_1490,candidatename,Luke Phawan .,Luke Dhawan
4830,TCE_1490,referencescmob1,Samesh Bara-841922138 ),Samesh Bava - 8419221385
4831,VIT_814,nationality,Dnalian .,Indian
4832,VIT_814,Dateofbirth,2 ) in ( 1993 .,2/17/1993
4833,VIT_814,Fatherhusbandname,Gragan Mallick .,Gagan Mallick
4834,VIT_814,permanentaddress,"H. No. 994 , Common Street , Ozhukorai ,","H.No. 994, Oommen Street, Ozhukarai 530955"
4835,VIT_814,experience,10 Years at Talwar Gulatti and Dhawan,10 years at Talwar  Gulati and Dhawan
4836,VIT_814,date,09 (26 ) 2024 .,9/26/2024
4837,VIT_814,presentaddress,"14/614 , Arova Street , Udaipur-793741 .","74/214, Arora Street, Udaipur-793741"
4838,VIT_814,gender,Female .,Female
4839,VIT_814,bloodgroup,A O,A-
4840,VIT_814,experience1,I Year at Muffi Ltd .,1 years at Mutti Ltd
4841,VIT_814,qualification,lph D',PhD
4842,VIT_814,languageknown,"Bengali , Malayalam","Bengali, Malayalam"
4843,VIT_814,aadhaarcard,69200000000 .0,692000000000.0
4844,VIT_814,referencescmob2,chakrillen Gopal-9269086594,Chakrika Gopal - 9269086599
4845,VIT_814,pancard,SY EUF 1002 ) .,SYEUF7002I
4846,VIT_814,maritalstatus,( Single .,Single
4847,VIT_814,contactnumber,19.22 (6642,7932216642
4848,VIT_814,AlternateNo,8313 ( 23399 .,8373123399
4849,VIT_814,place,Grand vinegar .,Gandhinagar
4850,VIT_814,candidatename,Ireshita Mallick .,Ikshita Mallick
4851,VIT_814,referencescmob1,Wanda Kapur-9503902912,Warda Kapur - 9503902912
4852,MIT_173,nationality,Indian,Indian
4853,MIT_173,Dateofbirth,5/22 ( 1992 .,5/22/1992
4854,MIT_173,Fatherhusbandname,Kiaan Prashad,Kiaan Prashad
4855,MIT_173,permanentaddress,"35/997 , Sachdev Circle , Delhi 050573","35/797, Sachdev Circle, Delhi 050573"
4856,MIT_173,experience,8 years at Nazareth - Sangihvi,8 years at Nazareth-Sanghvi
4857,MIT_173,date,07 (02 ( 2025,07-02-2025
4858,MIT_173,presentaddress,"H. No. 66 , Bhandari , Bathinda 076209","H.No. 66, Bhandari, Bathinda 076209"
4859,MIT_173,gender,male .,Male
4860,MIT_173,bloodgroup,A -,A-
4861,MIT_173,experience1,6 years at Prabhakar - Oza,6 years at Prabhakar-Oza
4862,MIT_173,qualification,diploma .,Diploma
4863,MIT_173,languageknown,"Gujarati , Bengali , Tamil","Gujarati, Bengali, Tamil"
4864,MIT_173,referencescmob2,PRIXA.SONI -96924-886,Priya Soni - 9699244386
4865,MIT_173,pancard,HRPNG6692B,HRPNG6692B
4866,MIT_173,maritalstatus,married .,Married
4867,MIT_173,contactnumber,8240678768,8240678768
4868,MIT_173,AlternateNo,77027 23717,7702723717
4869,MIT_173,place,Jaipur,Jaipur
4870,MIT_173,candidatename,Aaron Prashad,Aarush Prashad
4871,MIT_173,referencescmob1,Mugidha Bumb - F113266616,Mugdha Bumb - 7113266616
4872,VIT_853,nationality,Indian,Indian
4873,VIT_853,Dateofbirth,1/7 ( 200ddf .,01-07-2004
4874,VIT_853,Fatherhusbandname,Joshua Gola .,Joshua Gola
4875,VIT_853,permanentaddress,"91 , Mital index , Bally-198-385","91, Mital Circle, Bally-198385"
4876,VIT_853,experience,8 years at the Group,8 years at De Group
4877,VIT_853,date,0 6farf2023 .,6/25/2023
4878,VIT_853,presentaddress,"80/41 , Srivatsava Nagar , Yanghidang","80/47, Srivastava Nagar, Gandhidham 752399"
4879,VIT_853,gender,Male .,Male
4880,VIT_853,bloodgroup,ABT,AB+
4881,VIT_853,experience1,9 years at Sethi-Dua .,9 years at Sethi-Dua
4882,VIT_853,qualification,Graduate .,Graduate
4883,VIT_853,languageknown,"Hinde , Telugu","Hindi, Telugu"
4884,VIT_853,aadhaarcard,490231000000 .,490000000000.0
4885,VIT_853,referencescmob2,Mugdha . Din -TI 30b2b-a-,Mugdha Din - 7130626423
4886,VIT_853,pancard,Okapg 0093x .,OKQPG0093X
4887,VIT_853,maritalstatus,single .,Single
4888,VIT_853,contactnumber,195613/69 .,7956131692
4889,VIT_853,AlternateNo,84 3513 94.3 .,8435139423
4890,VIT_853,place,Patna,Patna
4891,VIT_853,candidatename,Samaksh Yola .,Samaksh Gola
4892,VIT_853,referencescmob1,British Vyas - 9.8rd 299b 355,Mitesh Vyas - 9842996355
4893,VIT_716,nationality,Indian,Indian
4894,VIT_716,Dateofbirth,"10 (11 1,000 a",10-11-2004
4895,VIT_716,Fatherhusbandname,Vikaan Mursty .,Vihaan Murty
4896,VIT_716,permanentaddress,"296 , Chander , Siliguri 007227 .","296, Chander, Siliguri 007227"
4897,VIT_716,experience,2Years at Mani and Sons .,3 years at Mani and Sons
4898,VIT_716,date,00 (26 (2022 .,1/26/2022
4899,VIT_716,presentaddress,"H.NO. 659 , Badh Zile , Bally-364364","H.No. 659, Bath Zila, Bally-364364"
4900,VIT_716,gender,Female .,Female
4901,VIT_716,bloodgroup,ABT,AB+
4902,VIT_716,experience1,toyearn at Chakraborty Group,10 years at Chakraborty Group
4903,VIT_716,qualification,PhD .,PhD
4904,VIT_716,languageknown,"indi . Gujarati , Malayalam .","Hindi, Gujarati, Malayalam"
4905,VIT_716,referencescmob2,Nakoh Sheney - 4552046132,Naksh Shenoy - 7252046132
4906,VIT_716,maritalstatus,single .,Single
4907,VIT_716,contactnumber,"8998293100 ,",8998293190
4908,VIT_716,AlternateNo,8181616 7 (00 .,8181616710
4909,VIT_716,place,Airzaw ! .,Aizawl
4910,VIT_716,candidatename,Radhika Mursty .,Radhika Murty
4911,VIT_716,referencescmob1,"Xiti . Khore - 84,1981403 .",Xiti Khare - 8417381403
4912,MIT_13,nationality,Indian,Indian
4913,MIT_13,Dateofbirth,12 ( 16 ( 1990 .,12/16/1990
4914,MIT_13,Fatherhusbandname,Wyatt Yohannan .,Wyatt Yohannan
4915,MIT_13,permanentaddress,"08131 , Ray Gianj , MiryalagudaFFTON","08/31, Ray Ganj, Miryalaguda 777014"
4916,MIT_13,experience,5 years at Loyal-Naidu .,5 years at Loyal-Naidu
4917,MIT_13,date,12 ( 15 ( 2022,12/15/2022
4918,MIT_13,presentaddress,"99 , Nayar Marg , Shimla-273545","99, Nayar Marg, Shimla-273545"
4919,MIT_13,gender,male .,Male
4920,MIT_13,bloodgroup,A B.t .,AB+
4921,MIT_13,experience1,6 years at Chadha LLC,6 years at Chadha LLC
4922,MIT_13,qualification,12th Pass .,12th Pass
4923,MIT_13,languageknown,"Tamil , English , Kannada","Tamil, English, Kannada"
4924,MIT_13,aadhaarcard,"4 4,686000000",449000000000.0
4925,MIT_13,referencescmob2,Jyoti Solanki - 80 84 54 67 15,Jyoti Solanki - 8084546715
4926,MIT_13,pancard,JNRVF 9566G.,JNRVF9566G
